,name,brand,old_price,new_price,discount
923,Джемпер,Malagrida,98300,25868,73.68463886063073
924,Брюки,Bikkembergs,100700,34043,66.19364448857993
925,Брюки спортивные LOGO SERIES M,EA7,66400,27923,57.94728915662651
926,Кроссовки Chester Halb,Boss,193200,106290,44.98447204968944
927,Брюки спортивные CORE ID M,EA7,64600,29093,54.96439628482972
928,Джинсы D-VOCS,Diesel,176100,37793,78.53889835320841
929,Брюки,John Richmond,151600,34118,77.49472295514512
930,Брюки спортивные 7 LINES M,EA7,69200,29113,57.929190751445084
931,Свитер,Malagrida,90500,33968,62.466298342541435
932,Поло,Bikkembergs,104500,27443,73.73875598086124
933,Кроссовки,Plein Sport,221200,49793,77.48960216998192
934,Брюки спортивные NATURAL VENTUS7 M,EA7,76600,31643,58.69060052219321
935,Брюки,Bikkembergs,124800,37493,69.95753205128204
936,Джемпер,Malagrida,98300,33218,66.20752797558495
937,Брюки KROOLEY R-NE SWEAT JEANS,Diesel,124300,31090,74.98793242156074
938,Джинсы,Bikkembergs,108000,32393,70.00648148148147
939,Кроссовки Parkour-L Runn,Boss,136100,95290,29.985304922850844
940,Джинсы,Diesel,95000,66490,30.010526315789477
941,Брюки,Aeronautica Militare,108300,75890,29.92613111726685
942,Брюки спортивные,Bikkembergs,119700,35918,69.99331662489557
943,Кроссовки,Barracuda,226400,108712,51.98233215547703
944,Брюки спортивные VIGOR7 M,EA7,69200,29113,57.929190751445084
945,Брюки спортивные,EA7,66400,27923,57.94728915662651
946,Трусы,Philipp Plein,84600,34943,58.69621749408984
947,Рубашка Lozzy,Boss,128800,103090,19.961180124223603
948,Джемпер,Malagrida,82700,21743,73.70858524788392
949,Куртка утепленная,Calvin Klein,153900,123190,19.95451591942819
950,Брюки спортивные CORE ID M,EA7,64600,27153,57.96749226006192
951,Кроссовки GO1ST_kntpu,Hugo,162000,66818,58.754320987654324
952,Джемпер,Malagrida,106100,27893,73.71065032987747
953,Брюки спортивные,Bikkembergs,133700,35093,73.75243081525804
954,Брюки спортивные,Bikkembergs,148600,43490,70.73351278600269
955,Джемпер,Malagrida,106100,27893,73.71065032987747
956,Брюки спортивные,Boss,95600,76490,19.989539748953973
957,Джемпер,Malagrida,98300,25868,73.68463886063073
958,Джемпер,Malagrida,90500,27143,70.00773480662983
959,Джемпер,Malagrida,98300,25868,73.68463886063073
960,Джемпер,Malagrida,98300,25868,73.68463886063073
961,Футболка,Plein Sport,85900,48160,43.934807916181605
962,Кеды Kilian_Hito_blub,Hugo,157300,117990,24.990464081373176
963,Брюки спортивные,EA7,61400,25823,57.94299674267101
964,Джемпер,Malagrida,69100,23318,66.25470332850941
965,Джемпер,Malagrida,90500,23768,73.73701657458564
966,Водолазка San Toby-L,Hugo,114300,91490,19.9562554680665
967,Джемпер,Malagrida,90500,23768,73.73701657458564
968,Брюки спортивные LOGO SERIES M,EA7,66400,25613,61.42620481927711
969,Кроссовки Kai_Runn_rsrb,Boss,114300,91490,19.9562554680665
970,Брюки спортивные LOGO SERIES M,EA7,66400,25613,61.42620481927711
971,Сланцы,Armani Exchange,39500,14843,62.42278481012658
972,Джемпер,Malagrida,69100,31090,55.00723589001447
973,Джемпер,Malagrida,98300,25868,73.68463886063073
974,Брюки спортивные,EA7,64600,26693,58.679566563467496
975,Брюки спортивные,EA7,64600,26693,58.679566563467496
976,Брюки спортивные,EA7,61400,23653,61.4771986970684
977,Брюки спортивные LOGO SERIES M,EA7,66400,24893,62.5105421686747
978,Майка VISIBILITY M,EA7,34800,15883,54.35919540229885
979,Носки 2 пары 2P RS Minipattern MC,Boss,14600,10990,24.72602739726028
980,Носки 3 пары,Boss,15100,12090,19.933774834437088
981,Брюки,Aeronautica Militare,214000,171190,20.004672897196258
982,Костюм спортивный 7 LINES M,EA7,118800,83160,30.0
983,Кроссовки,Blauer,108200,86590,19.972273567467653
984,Шорты для плавания,Boss,53000,42390,20.01886792452831
985,Трусы 2 шт.,Diesel,38000,30390,20.026315789473685
986,Брюки домашние Mix&Match Pants,Boss,37900,30390,19.815303430079155
987,Носки,Armani Exchange,11000,4872,55.70909090909091
988,Носки 3 пары,Hugo,12600,9500,24.603174603174608
989,Куртка кожаная,Serge Pariente,195500,109520,43.97953964194373
990,Кроссовки TTNM EVO_Slon_knrsd,Boss,142300,113890,19.964862965565715
991,Брюки спортивные,Boss,75300,60290,19.933598937583
992,Кроссовки Jonah_Runn_meth,Boss,142300,78290,44.98243148278286
993,Футболка,Valentino,433300,113768,73.74382644818832
994,Брюки домашние,Boss,45200,33890,25.022123893805315
995,Костюм спортивный 7 LINES M,EA7,118800,83160,30.0
996,Подследники 2 пары,Diesel,10300,4268,58.56310679611651
997,Трусы 3 шт.,Diesel,31300,21990,29.7444089456869
998,Свитшот,Dondup,161800,71200,55.99505562422744
999,Кроссовки Zayn Lowp,Boss,123100,98490,19.991876523151902
1000,Носки 3 пары,Diesel,21300,17090,19.765258215962447
1001,Свитшот,John Richmond,140400,98290,29.992877492877483
1002,Носки 3 пары 3P QS Design CC,Boss,22500,10118,55.03111111111111
1003,Футболки 2 шт.,Emporio Armani,50400,40390,19.861111111111114
1004,Рубашка,Harmont & Blaine,83300,36712,55.92797118847539
1005,Носки 3 пары,Diesel,16400,7418,54.76829268292683
1006,Кроссовки OXYGEN,Run Of,209500,108960,47.99045346062053
1007,Олимпийка,La Martina,188400,131890,29.994692144373673
1008,Носки 2 пары 2P RS Mini Dots CC,Boss,11500,9190,20.086956521739125
1009,Футболки домашние 3 шт. TShirt RN 3P Classic,Boss,33800,23690,29.911242603550292
1010,Трусы 2 шт. 2P Boxer Shorts EW,Boss,32200,20990,34.8136645962733
1011,Кроссовки Crusher Sonic Mix,EA7,129700,54523,57.962220508866615
1012,Трусы 5 шт. Trunk 5P Essential,Boss,52000,36390,30.01923076923076
1013,Носки,Armani Exchange,11000,5272,52.07272727272727
1014,Свитшот,La Martina,133000,93090,30.007518796992485
1015,Рубашка,Boss,64400,51590,19.891304347826093
1016,Толстовка,La Martina,196800,137790,29.984756097560975
1017,"Папка, блокнот и ручка",Boss,177900,106720,40.01124227093873
1018,Кроссовки,Cerruti 1881,207800,91432,56.0
1019,Свитшот,La Martina,133000,93090,30.007518796992485
1020,Костюм домашний Long Set 1,Boss,100200,80190,19.970059880239518
1021,Куртка утепленная,Hide & Jack,319700,131918,58.73694088207695
1022,Свитшот ICON LOGO LS CREW,Michael Michael Kors,117550,88290,24.89153551680137
1023,Носки 3 пары,Emporio Armani,21900,17590,19.680365296803643
1024,Джинсы HUGO 708,Hugo,85700,68590,19.96499416569428
1025,Свитшот WeSmallcrew,Boss,85700,68590,19.96499416569428
1026,Поло,Pal Zileri,134100,45293,66.22445935868754
1027,Шорты спортивные,Armani Exchange,64500,28392,55.98139534883721
1028,Олимпийка Skaz 1,Boss,129800,103890,19.961479198767336
1029,Носки 3 пары,Diesel,21300,17090,19.765258215962447
1030,Свитшот We_PocketCargo,Boss,95600,71690,25.010460251046027
1031,Джемпер Smarlo,Hugo,93000,60490,34.95698924731184
1032,Кроссовки,Plein Sport,217300,113032,47.98343304187759
1033,Олимпийка Mix&Match Jacket Z,Boss,45200,36190,19.93362831858407
1034,Худи WeSmallhood,Boss,100200,80190,19.970059880239518
1035,Кеды,Iceberg,235500,188390,20.004246284501065
1036,Носки 3 пары,Diesel,21300,14990,29.624413145539904
1037,Трусы 3 шт. Trunk 3P Power Desig,Boss,32200,20990,34.8136645962733
1038,Олимпийка домашняя Authentic Jacket Z,Boss,64400,51590,19.891304347826093
1039,Джинсы,Pal Zileri,214300,171490,19.97666822211852
1040,Носки 3 пары,Emporio Armani,16700,13390,19.820359281437135
1041,Куртка утепленная,Plein Sport,185000,157290,14.97837837837838
1042,Свитшот CORE ID M,EA7,59500,22953,61.423529411764704
1043,Носки 3 пары,Emporio Armani,16700,13390,19.820359281437135
1044,Кроссовки BOULEVARD,Run Of,230800,120080,47.97227036395147
1045,Джинсы Ash,Hugo,68600,48090,29.89795918367348
1046,Худи,Hugo,75300,60290,19.933598937583
1047,Куртка утепленная,Aeronautica Militare,256000,204790,20.00390625
1048,Трусы 3 шт.,Boss,32200,20990,34.8136645962733
1049,Куртка утепленная Magnus2441,Hugo,320900,256790,19.978186350888123
1050,Брюки домашние Mix&Match Pants,Boss,37900,30390,19.815303430079155
1051,Куртка утепленная,Plein Sport,205000,69218,66.23512195121951
1052,Носки 2 пары 2P RS Tom MC,Boss,16700,13390,19.820359281437135
1053,Худи Dapo,Hugo,71700,57390,19.958158995815893
1054,Рубашка,Boss,64400,51590,19.891304347826093
1055,Носки,Karl Lagerfeld,16700,8712,47.83233532934131
1056,Трусы 5 шт. Trunk 5P Essential,Boss,50400,35290,29.980158730158735
1057,Олимпийка LOGO SERIES M,EA7,86100,45213,47.48780487804878
1058,Джинсы,Diesel,102300,71690,29.92179863147605
1059,Джинсы,Pal Zileri,199800,159890,19.974974974974984
1060,Куртка утепленная,Diesel,306200,244990,19.990202482037887
1061,Худи VISIBILITY M,EA7,77800,38143,50.973007712082264
1062,Худи,Aeroclub,81900,42640,47.93650793650793
1063,Трусы 2 шт.,Aeronautica Militare,23000,11590,49.60869565217392
1064,Куртка утепленная,Armani Exchange,290000,231990,20.00344827586207
1065,Кроссовки,Calvin Klein,91900,68990,24.92927094668117
1066,Худи C-Sullivan 23,Boss,142800,78590,44.96498599439776
1067,Свитшот WeBasicCrew,Boss,82100,53400,34.95736906211937
1068,Олимпийка,C.P. Company,156700,125390,19.98085513720484
1069,Кроссовки,Armani Exchange,65000,45490,30.015384615384605
1070,Носки,Karl Lagerfeld,16700,8712,47.83233532934131
1071,Носки 3 пары,Emporio Armani,25000,19990,20.040000000000006
1072,Толстовка CORE ID M,EA7,72700,50890,30.0
1073,Трусы 3 шт.,Emporio Armani,38000,24312,36.02105263157894
1074,Худи PW - SWEAT HOODIE,Calvin Klein Performance,88400,31418,64.45927601809956
1075,Шорты спортивные,Aeroclub,68400,35600,47.953216374269005
1076,Кроссовки,Emporio Armani,187000,89752,52.00427807486631
1077,Костюм спортивный VISIBILITY M,EA7,120400,84280,30.0
1078,Трусы 3 шт.,Boss,32200,20990,34.8136645962733
1079,Носки,Missoni,50300,15143,69.89463220675944
1080,Рубашка H-ROAN-BD-E-C1-243,Boss,85700,68590,19.96499416569428
1081,Джемпер,C.P. Company,145300,116290,19.96558843771507
1082,Костюм спортивный Black Series VISIBILITY M,EA7,107400,75180,30.0
1083,Джинсы Mason,Hugo,85700,68590,19.96499416569428
1084,Кеды,Diesel,95000,75990,20.010526315789477
1085,Носки,Missoni,27400,9293,66.08394160583941
1086,Носки,Missoni,27400,9293,66.08394160583941
1087,Худи Daratschi 214,Hugo,75300,60290,19.933598937583
1088,Носки 2 пары,Emporio Armani,14100,11290,19.929078014184398
1089,Брюки домашние Authentic Pants,Boss,60300,33190,44.95854063018242
1090,Худи Dimonihood,Hugo,68600,44700,34.839650145772595
1091,Худи,Diesel,115700,34718,69.99308556611928
1092,Рубашка,Hackett London,113500,54472,52.00704845814978
1093,Сумка,Baldinini,170800,95672,43.985948477751755
1094,Рубашка,Diesel,133000,93090,30.007518796992485
1095,Свитшот Nimaylong,Hugo,71700,57390,19.958158995815893
1096,Футболка,Aeronautica Militare,21800,15290,29.862385321100916
1097,Свитшот,Diesel,133000,93090,30.007518796992485
1098,Олимпийка домашняя Authentic Jacket Z,Boss,64400,45090,29.98447204968943
1099,Брюки домашние,Hugo,64400,41900,34.93788819875776
1100,Носки,Karl Lagerfeld,16700,8712,47.83233532934131
1101,Толстовка домашняя,Hugo,71700,53790,24.979079497907946
1102,Свитшот,MSGM,113900,63832,43.957857769973664
1103,Худи Ditcheno,Hugo,109100,81890,24.94042163153071
1104,Трусы 2 шт.,Bikkembergs,19700,9512,51.71573604060914
1105,Свитшот Dlogonty,Hugo,85700,68590,19.96499416569428
1106,Рубашка,Boss,79000,51390,34.9493670886076
1107,Олимпийка CORE ID M,EA7,72700,50890,30.0
1108,Свитшот VISIBILITY M,EA7,63200,24353,61.46677215189874
1109,Куртка C-Hanry-Wing-243,Boss,237800,154700,34.94533221194281
1110,Джинсы Jonah,Hugo,85700,68590,19.96499416569428
1111,Рубашка,Calvin Klein,69500,55590,20.014388489208628
1112,Кроссовки ULTIMATE C2 KOMBAT W,EA7,143200,100240,30.0
1113,Брюки домашние Mix&Match Pants,Boss,37900,30390,19.815303430079155
1114,Свитшот,Baldinini,133200,39968,69.993993993994
1115,Носки,Karl Lagerfeld,16700,8712,47.83233532934131
1116,Толстовка,Ice Play,123600,28418,77.00809061488673
1117,Свитшот CORE ID M,EA7,61200,42840,30.0
1118,Кроссовки Black&White Carbon,EA7,139600,97720,30.0
1119,Брюки домашние,Boss,45200,36190,19.93362831858407
1120,Свитшот,Iceberg,181000,61118,66.23314917127072
1121,Куртка утепленная,GCDS,529100,238118,54.995652995652996
1122,Худи,EA7,77800,54460,30.0
1123,Рубашка,Bikkembergs,170100,38318,77.47325102880659
1124,Носки,GCDS,35400,15818,55.31638418079096
1125,Куртка,Calvin Klein,177200,99280,43.97291196388262
1126,Куртка кожаная Lokis-3,Hugo,285000,213790,24.985964912280707
1127,Джемпер,Malagrida,90500,23768,73.73701657458564
1128,Футболки 3 шт.,Boss,33800,23690,29.911242603550292
1129,Футболки 3 шт. BLUE3_Naolo,Hugo,50400,40390,19.861111111111114
1130,Сумка,Piquadro,106200,35843,66.24952919020716
1131,Кроссовки,EA7,128100,89670,30.0
1132,Кроссовки,EA7,139600,97720,30.0
1133,Водолазка,Hackett London,119400,49268,58.73701842546063
1134,Брюки спортивные,Diesel,92200,64590,29.945770065075934
1135,Худи домашнее Authentic Hoodie,Boss,67500,53990,20.014814814814812
1136,Футболка,Boss,43100,30190,29.95359628770302
1137,Пижама,Emporio Armani,89900,71990,19.922135706340384
1138,Футболка,Hugo,43100,34490,19.97679814385151
1139,Шорты для плавания VICE,Hugo,50400,25200,50.0
1140,Куртка утепленная,Hugo,285000,227990,20.00350877192983
1141,Пижама,Emporio Armani,80500,64390,20.01242236024845
1142,Трусы 3 шт.,Diesel,29600,20790,29.763513513513516
1143,Худи,Dolce&Gabbana,672600,277493,58.74323520666072
1144,Куртка джинсовая,Hugo,102800,71990,29.97081712062257
1145,Носки 2 пары,Boss,16700,11690,30.0
1146,Носки 2 пары 2P RS Minipattern MC,Boss,14600,10990,24.72602739726028
1147,Футболки 3 шт. TShirtRN 3P Classic,Boss,32200,22590,29.84472049689441
1148,Костюм спортивный VISIBILITY M,EA7,120400,54803,54.48255813953488
1149,Футболка Te_Forest,Boss,43100,23790,44.80278422273783
1150,Куртка кожаная,Serge Pariente,198600,127120,35.991943605236656
1151,Джинсы,Karl Lagerfeld,95800,45992,51.99164926931106
1152,Носки 2 пары 2P RS Tom MC,Boss,16700,11690,30.0
1153,Ветровка,Aeroclub,208700,86093,58.747963584092
1154,Футболка Dutire_RB,Hugo,50400,40390,19.861111111111114
1155,Костюм спортивный CORE ID M,EA7,114100,79870,30.0
1156,Носки,Missoni,50300,15143,69.89463220675944
1157,Носки 2 пары,Emporio Armani,14100,11290,19.929078014184398
1158,Олимпийка,La Martina,188400,131890,29.994692144373673
1159,Куртка утепленная Balam2411,Hugo,190600,152490,19.994753410283323
1160,Рубашка,Calvin Klein,51900,41590,19.865125240847775
1161,Футболки 3 шт. T-SHIRT RN TRIPLET P,Hugo,33800,27090,19.852071005917153
1162,Джинсы,Karl Lagerfeld,84300,47200,44.00948991696323
1163,Свитшот,La Martina,133000,93090,30.007518796992485
1164,Костюм спортивный,Hugo,142800,114290,19.96498599439775
1165,Костюм спортивный CORE ID M,EA7,114100,79870,30.0
1166,Кроссовки,EA7,139600,97720,30.0
1167,Трусы 2 шт.,Aeronautica Militare,23000,8090,64.82608695652175
1168,Джинсы BLUE POWERFLEX,Hackett London,90600,35768,60.52097130242826
1169,Куртка утепленная,Calvin Klein,160300,128290,19.96880848409232
1170,Трусы 2 шт.,Aeronautica Militare,21800,9890,54.63302752293578
1171,Футболка Diragolino_Gel,Hugo,43100,34490,19.97679814385151
1172,Футболка Dalile,Hugo,54600,43690,19.981684981684978
1173,Олимпийка,La Martina,188400,131890,29.994692144373673
1174,Подследники 2 пары,Diesel,10300,5018,51.28155339805826
1175,Футболка,Boss,43100,30190,29.95359628770302
1176,Олимпийка,La Martina,188400,131890,29.994692144373673
1177,Носки,Missoni,54300,16343,69.902394106814
1178,Толстовка,La Martina,196800,137790,29.984756097560975
1179,Футболка,Aeroclub,33200,14640,55.903614457831324
1180,Рубашка,Harmont & Blaine,104100,72890,29.980787704130634
1181,Куртка утепленная Borter2431,Hugo,156800,125490,19.968112244897966
1182,Свитшот,La Martina,133000,93090,30.007518796992485
1183,Толстовка,La Martina,196800,137790,29.984756097560975
1184,Жилет утепленный,Harmont & Blaine,207600,166090,19.995183044315993
1185,Шорты для плавания Vibe,Boss,53000,37090,30.01886792452831
1186,Пуховик,Woolrich,437300,349890,19.98856620169221
1187,Куртка кожаная,Serge Pariente,282300,158160,43.974495217853345
1188,Свитшот,La Martina,133000,93090,30.007518796992485
1189,Толстовка,La Martina,196800,137790,29.984756097560975
1190,Свитшот,La Martina,133000,93090,30.007518796992485
1191,Джемпер Perform-X_QZ,Boss,123100,86190,29.983753046303818
1192,Костюм спортивный CORE ID M,EA7,107400,75180,30.0
1193,Свитшот,La Martina,133000,93090,30.007518796992485
1194,Поло,Armani Exchange,62500,25793,58.7312
1195,Кроссовки ACE RUNNER MESH,EA7,150400,105280,30.0
1196,Футболки 3 шт.,Hugo,32200,22590,29.84472049689441
1197,Носки,Missoni,50300,15143,69.89463220675944
1198,Куртка кожаная утепленная,Blouson,409900,327990,19.982922664064404
1199,Пуховик,Woolrich,560300,448290,19.991076209173656
1200,Трусы 3 шт.,Bikkembergs,30600,13512,55.84313725490196
1201,Костюм спортивный,EA7,101500,42623,58.00689655172413
1202,Носки,Missoni,54300,18368,66.1731123388582
1203,Худи Soody,Boss,107500,85990,20.009302325581388
1204,Джинсы,Diesel,102300,71690,29.92179863147605
1205,Носки,Missoni,50300,15143,69.89463220675944
1206,Рубашка Kenno,Hugo,64400,51590,19.891304347826093
1207,Футболки домашние 2 шт.,Emporio Armani,50400,40390,19.861111111111114
1208,Футболка,Bikkembergs,91700,24068,73.7535441657579
1209,Толстовка,Boss,136100,88490,34.981631153563555
1210,Носки,Missoni,54300,18368,66.1731123388582
1211,Худи,Diesel,126300,88490,29.93665874901029
1212,Поло Donos222,Hugo,54600,38290,29.871794871794876
1213,Костюм спортивный Black Series CORE ID M,EA7,114100,79870,30.0
1214,Джемпер,Emporio Armani,174000,71768,58.75402298850575
1215,Джинсы H-Delaware,Boss,107500,85990,20.009302325581388
1216,Носки 3 пары,Emporio Armani,25000,19990,20.040000000000006
1217,Шорты для плавания,Boss,67500,37190,44.9037037037037
1218,Шорты домашние Authentic Shorts,Boss,50400,40390,19.861111111111114
1219,Брюки домашние,Boss,57700,37500,35.008665511265164
1220,Футболки домашние 2 шт.,Emporio Armani,50400,40390,19.861111111111114
1221,Носки,Missoni,54300,16343,69.902394106814
1222,Джинсы C-Re.Maine,Boss,115800,92690,19.95682210708118
1223,Свитшот,Diesel,112900,79090,29.946855624446414
1224,Носки 6 пар 6P AS UNI CC W,Hugo,21900,15390,29.726027397260268
1225,Футболка Diragolino212,Hugo,35900,25190,29.832869080779943
1226,Трусы 3 шт. WOVEN BOXER TRIPLET,Hugo,43100,30190,29.95359628770302
1227,Футболка,Armani Exchange,44200,24792,43.90950226244343
1228,Футболка,Hackett London,53100,29752,43.96986817325801
1229,Носки,GCDS,35400,15593,55.951977401129945
1230,Худи Dartchon,Hugo,100200,80190,19.970059880239518
1231,Свитшот,Colmar,71600,37272,47.94413407821229
1232,Носки,Karl Lagerfeld,16700,8720,47.784431137724546
1233,Куртка утепленная,Calvin Klein,191700,107440,43.954094940010435
1234,Футболка,Valentino,458400,105668,76.94851657940663
1235,Шорты для плавания DOMINICA,Hugo,45200,22600,50.0
1236,Худи Wetalk,Boss,82100,65690,19.98781973203411
1237,Носки 3 пары 3P RS UNI CC,Hugo,15100,12090,19.933774834437088
1238,Футболка,Boss,35900,23390,34.84679665738162
1239,Костюм спортивный,EA7,114100,63903,43.99386503067485
1240,Кеды Baltimore_Hito_numx,Boss,193200,154590,19.984472049689444
1241,Носки 2 пары 2P SH Micro DotsMC W,Boss,9300,4193,54.913978494623656
1242,Носки 3 пары,Diesel,16400,8018,51.109756097560975
1243,Пиджак P-Hanry-W-242F,Boss,245300,101243,58.72686506318793
1244,Худи WeSmallhood,Boss,100200,80190,19.970059880239518
1245,Рубашка джинсовая,Dsquared2,342900,188600,44.998541848935545
1246,Носки,Missoni,27400,9293,66.08394160583941
1247,Куртка джинсовая HUGO 026/1,Hugo,175300,72368,58.71762692527096
1248,Куртка утепленная,Karl Lagerfeld,304900,219600,27.97638570022957
1249,Куртка утепленная,Aeronautica Militare,148200,118590,19.97975708502024
1250,Футболки домашние 2 шт.,Emporio Armani,50400,40390,19.861111111111114
1251,Носки,Missoni,27400,9293,66.08394160583941
1252,Костюм спортивный ATHLETIC COLOURBLOCK M,EA7,139600,97720,30.0
1253,Носки,Missoni,27400,9293,66.08394160583941
1254,Свитшот,Aeroclub,87100,38400,55.91274397244547
1255,Футболка,Valentino,433300,97493,77.49988460650819
1256,Рубашка джинсовая,Diesel,119600,83790,29.941471571906348
1257,Халат домашний Tonal Logo Robe,Hugo,93000,60400,35.05376344086022
1258,Худи,Diesel,92200,64590,29.945770065075934
1259,Кроссовки,Colmar,92600,64890,29.9244060475162
1260,Футболка,Boss,43100,23790,44.80278422273783
1261,Брюки спортивные,EA7,72700,35623,51.0
1262,Футболки домашние 2 шт.,Emporio Armani,50400,40390,19.861111111111114
1263,Поло Plisy 2,Boss,85700,68590,19.96499416569428
1264,Олимпийка,Aeroclub,92800,40880,55.94827586206896
1265,Кардиган,Armani Exchange,94600,75690,19.989429175475692
1266,Футболка,Boss,35900,19790,44.87465181058495
1267,Футболка,Armani Exchange,34300,16472,51.97667638483965
1268,Трусы 3 шт.,Emporio Armani,38000,19752,48.02105263157894
1269,Толстовка,Bogner Fire+Ice,159000,127190,20.006289308176108
1270,Кроссовки,Piquadro,140300,47393,66.22024233784747
1271,Олимпийка Nakimero,Hugo,93000,74390,20.010752688172033
1272,Толстовка,Diesel,133000,106390,20.007518796992485
1273,Худи Nakihood,Hugo,100200,70190,29.9500998003992
1274,Носки 3 пары,Diesel,13900,6818,50.94964028776978
1275,Кроссовки Black&White Laces,EA7,139600,97720,30.0
1276,Куртка джинсовая,C.P. Company,373100,181943,51.23478960064326
1277,Жилет утепленный,Hugo,123100,86200,29.975629569455734
1278,Носки 3 пары,Diesel,12800,5768,54.9375
1279,Худи,Bogner Fire+Ice,130400,104390,19.946319018404907
1280,Куртка утепленная,Diesel,187700,150190,19.98401704848162
1281,Трусы 3 шт.,Bikkembergs,24000,16790,30.04166666666667
1282,Футболка,Hackett London,61000,29272,52.01311475409836
1283,Куртка,Diesel,279500,83843,70.00250447227191
1284,Олимпийка,Bikkembergs,97200,77790,19.96913580246914
1285,Рубашка,La Martina,81900,27668,66.21733821733821
1286,Олимпийка,Aeronautica Militare,128500,102790,20.007782101167322
1287,Плащ,Diesel,534300,187090,64.9840913344563
1288,Костюм спортивный CORE ID M,EA7,114100,79870,30.0
1289,Худи,Armani Exchange,94600,75690,19.989429175475692
1290,Толстовка Sicon Active 1,Boss,140600,52718,62.5049786628734
1291,Худи,Emporio Armani,164100,114890,29.987812309567346
1292,Кроссовки Leon_Runn_meem,Hugo,112500,46418,58.739555555555555
1293,Олимпийка,Hackett London,186200,148990,19.983888292158966
1294,Брюки,Aeronautica Militare,214000,171190,20.004672897196258
1295,Футболка,Aeronautica Militare,29100,7643,73.73539518900344
1296,Куртка утепленная,Aeronautica Militare,256000,204790,20.00390625
1297,Футболка,Valentino,433300,97493,77.49988460650819
1298,Кроссовки,Iceberg,201800,96872,51.99603567888999
1299,Футболка WO -  SS TEE,Calvin Klein Performance,25500,14273,44.02745098039216
1300,Ветровка,Bikkembergs,153800,115390,24.9739921976593
1301,Трусы 2 шт.,Bikkembergs,17300,12190,29.53757225433526
1302,Худи Dapo,Hugo,71700,50190,30.0
1303,Олимпийка,Boss,142800,114290,19.96498599439775
1304,Кроссовки Zayn Lowp,Boss,128800,103090,19.961180124223603
1305,Худи,Diesel,126300,88490,29.93665874901029
1306,Подследники 2 пары 2P LC Breathable CC,Boss,9200,4043,56.05434782608696
1307,Футболка,Diesel,65400,52390,19.892966360856263
1308,Трусы 2 шт.,Bikkembergs,17300,12190,29.53757225433526
1309,Куртка кожаная Loder,Hugo,427800,342290,19.988312295465178
1310,Кроссовки Black&White Laces,EA7,139600,97720,30.0
1311,Свитшот,Baldinini,133200,39968,69.993993993994
1312,Футболка,Plein Sport,89100,75790,14.938271604938265
1313,Плащ,Berhasm,274500,149500,45.537340619307834
1314,Худи,Cavalli Class,147400,33218,77.4640434192673
1315,Свитшот LOGO SERIES M,EA7,82500,57750,30.0
1316,Жилет утепленный,Aeronautica Militare,128500,102790,20.007782101167322
1317,Кроссовки Ace Runner Exagon,EA7,143200,100240,30.0
1318,Футболка домашняя,Iceberg,40800,13793,66.19362745098039
1319,Худи VISIBILITY M,EA7,72700,50890,30.0
1320,Худи CORE ID M,EA7,69000,48300,30.0
1321,Джинсы,Harmont & Blaine,140400,56190,59.97863247863248
1322,Брюки домашние,Emporio Armani,72700,58190,19.958734525447042
1323,Брюки Dino242,Hugo,61300,42990,29.869494290375215
1324,Толстовка TENNIS CLUB M,EA7,111000,77700,30.0
1325,Футболка,Bogner Fire+Ice,59000,24368,58.69830508474576
1326,Трусы 2 шт.,Aeronautica Militare,22900,16090,29.737991266375545
1327,Кроссовки Ace Runner,EA7,153000,107100,30.0
1328,Пуховик,EA7,135900,76153,43.963944076526865
1329,Футболка,Aeronautica Militare,21800,15290,29.862385321100916
1330,Джемпер San Cassiano-C,Hugo,88800,62190,29.96621621621621
1331,Кроссовки,EA7,139600,97720,30.0
1332,Джемпер San Cassiano-C,Hugo,88800,62190,29.96621621621621
1333,Худи VISIBILITY M,EA7,77800,54460,30.0
1334,Рубашка,La Martina,114400,80090,29.991258741258747
1335,Толстовка CORE ID M,EA7,72700,50890,30.0
1336,Поло,La Martina,145300,101790,29.944941500344115
1337,Кроссовки Kane_Runn_cvpu,Hugo,114300,74300,34.99562554680665
1338,Свитшот VISIBILITY M,EA7,65400,45780,30.0
1339,Брюки,Diesel,211800,63593,69.97497639282342
1340,Худи LOGO SERIES M,EA7,93400,65380,30.0
1341,Рубашка,Harmont & Blaine,83300,66690,19.939975990396164
1342,Ветровка CORE ID M,EA7,103200,72240,30.0
1343,Свитшот VISIBILITY M,EA7,72700,50890,30.0
1344,Джинсы 2010 D-MACS,Diesel,133000,93090,30.007518796992485
1345,Кроссовки Racer Evo,EA7,101200,70840,30.0
1346,Трусы 2 шт.,Bikkembergs,17300,12190,29.53757225433526
1347,Футболка,Aeronautica Militare,21800,15290,29.862385321100916
1348,Брюки спортивные,Armani Exchange,86300,48392,43.925840092699886
1349,Худи ESSENTIALS PW - GRAPHIC SWEAT HOODIE,Calvin Klein Performance,67500,47250,30.0
1350,Кроссовки Zayn Lowp,Boss,123100,98490,19.991876523151902
1351,Худи CORE ID M,EA7,69000,48300,30.0
1352,Костюм спортивный CORE ID M,EA7,111000,77700,30.0
1353,Рубашка,Han Kjobenhavn,245900,98390,59.98779991866613
1354,Водолазка,Malagrida,52000,41590,20.019230769230774
1355,Кроссовки Wader,EA7,120400,84280,30.0
1356,Джинсы,Emporio Armani,141300,113090,19.96461429582449
1357,Футболка домашняя,Hugo,28600,22890,19.96503496503496
